city;postal_code;medias_comma_separated;
VANVES;92170;450bb22982f80;
CORMEILLES EN PARISIS;95240;45ba37aaa4880;
MONTIGNY SUR LOING;77690;4e41c7aaa4880;
Saint-Cloud;92210;440837aaa4880;
EPINAY SUR ORGE;91360;42a537aaa4880;
Paris;75002;4d6e69aab4880;
Paris;75012;4b5b67aaa4880;
VILLERS ST FRAMBOURG;60810;46f3f7aaa4880;
NEUILLY SUR SEINE;92200;4de919aab4880;
ISSY LES MOULINEAUX;92130;4017c7aaa4881;
Paris;75008;4511d7aaa4880;
PARIS;75002;4cf667aaa4880;
NOISY LE GRAND;93160;401547aaa4881;
Paris;75007;47fb27aaa4880;
Paris;75116;4a9039aab4884;
PARIS;75017;4a6b87aaa4880,4187c7aaa4881,4461e7aaa4880,41aaa7aaa4880;
ST SULPICE;81370;407987aaa4881;
MONTREUIL;93100;4f6b57aaa4880;
PARIS 6EME ARRONDISSEMENT;75006;49f0a9aab4880;
BISSEUIL;51150;4bb237aaa4880;
PARIS 14EME ARRONDISSEMENT;75014;405ba7aaa4881;
Triel sur seine;78510;4e0ba7aaa4880;
FONTENAY-SOUS-BOIS CEDEX;94134;49e8d7aaa4880,4247f7aaa4880;
VERNOUILLET;78540;47e717aaa4880;
PARIS 2EME ARRONDISSEMENT;75002;499127aaa4880;
PARIS 18EME ARRONDISSEMENT;75018;43b507aaa4880;
PARIS;75006;4bab87aaa4880;
Compans;77290;4661e7aaa4880;
saint leu l'esserent;60340;4d47c7aaa4880;
ST ANDRE DE ROQUEPERTUIS;30630;4d15a7aaa4880;
SAINT MAURICE;94410;49b647aaa4880;
LA REMUEE;76430;41cc87aaa4881;
PARIS 9EME ARRONDISSEMENT;75009;4e8e69aab4880;
MANDRES LES ROSES;94520;453b27aaa4880;
PARIS 5EME ARRONDISSEMENT;75005;4a48d7aaa4880;
ORLEANS;45000;41a937aaa4881;
COURBEVOIE;92400;4363612aa4880;
PARIS;75116;4ee237aaa4880;
Paris;75003;450b27aaa4880;
Saint witz;95470;4f9bf7aaa4880;
Durango;48200;4f8637aaa4880;
Le Raincy;93340;411817aaa4881;
9/18,REDUIT DES DOMINICAINS,7500,TOURNAI;;44b4b7aaa4880,477b0821d4e80;
bailly-romainvilliers;77700;4bdb87aaa4880;
LEVALLOIS PERRET;92300;476137aaa4880;
paris;75017;4e47c7aaa4880;
Paris;75007;4bfba7aaa4880;
PARIS;75005;4006f7aaa4881,4be307aaa4880;
CHENOISE;77160;43f717aaa4880;
Paris;75017;44f817aaa4880;
BOULOGNE BILLANCOURT;92100;4d66d7aaa4880;
Le Vesinet;78110;42c9d7aaa4880;
Paris;75016;4057c7aaa4881;
VAUCRESSON;92420;41c999aab4881,49906d21a4e84;
BRUNOY;91800;46d957aaa4880;
Paris;75015;4e4bf7aaa4880;
Villecresnes;94440;402c37aaa4881;
Paris;75008;431b07aaa4880;
PARIS 11EME ARRONDISSEMENT;75011;4ec237aaa4880;
PARIS;75017;481ec9aab4880;
ARLES;13200;4ce497aaa4880;
Paris;75011;43da77aaa4880;
MONTREUIL;93100;4ec8d7aaa4880;
VERNOUILLET;78540;4d8bf7aaa4880,4c0ba7aaa4880;
Paris;75006;4bc2d7aaa4880;
PARIS;75013;426a07aaa4881;
VANVES;92170;4a7237aaa4880;
courbevoie;92400;4f7a87aaa4880;
Gamaches-en-Vexin;27150;452457aaa4880;
Levallois Perret;92300;43a917aaa4880;
PARIS 11EME ARRONDISSEMENT;75011;4681e7aaa4880;
PARIS;75016;4d0237aaa4880;
PARIS 17EME ARRONDISSEMENT;75017;4571d7aaa4880;
PARIS 15EME ARRONDISSEMENT;75015;457467aaa4880;
PARIS 18EME ARRONDISSEMENT;75018;45b977aaa4880;
JACOU;34830;49f137aaa4880;
PARIS 16EME ARRONDISSEMENT;75016;41bc47aaa4881;
Paris;75116;42f457aaa4880;
PARIS;75116;4ab237aaa4880;
SAINT MAUR DES FOSSES;94100;4d0b87aaa4880,4ea507aaa4880;
PARIS 19EME ARRONDISSEMENT;75019;4c0307aaa4880;
PARIS 17EME ARRONDISSEMENT;75017;4cc137aaa4880;
PARIS 17EME ARRONDISSEMENT;75017;44a947aaa4880;
Paris;75008;487a37aaa4880;
VILLENNES SUR SEINE;78670;4a7127aaa4880;
Nanterre;92000;41c4c7aaa4880;
paris;75009;4f4ba7aaa4880;
PARIS;75018;496147aaa4880;
NEUILLY SUR SEINE;92200;49e507aaa4880;
Paris;75017;4ee1d7aaa4880;
PARIS 13EME ARRONDISSEMENT;75013;4552f7aaa4880;
GARCHES;92380;457b07aaa4880;
PARIS 16EME ARRONDISSEMENT;75016;4e0817aaa4880;
PARIS 9EME ARRONDISSEMENT;75009;443607aaa4880;
AUBERVILLIERS;93300;4b4397aaa4880;
LE BOURGET;93350;4c6a17aaa4880;
ALFORTVILLE;94140;4306b7aaa4880;
Guyancourt;78084;430917aaa4880,447977aaa4880,442837aaa4880;
BEAUCHAMP;95250;4ad857aaa4880;
PARIS;75020;41891821d4e81;
PARIS;75017;4018d7aaa4881;
PARIS 18EME ARRONDISSEMENT;75018;418a17aaa4881;
PARIS 15EME ARRONDISSEMENT;75015;46ce09aab4880;
PARIS;75006;40fba7aaa4881;
PARIS 11EME ARRONDISSEMENT;75011;4a9b87aaa4880;
paris;75014;4773f7aaa4880;
Paris;75116;48e717aaa4880;
Schopfheim;79650;4963b7aaa4880;
MAULE;78580;47f717aaa4880;
SURESNES;92150;46fce7aaa4880;
Paris;75009;47e367aaa4880;
PARIS;75017;4d71c7aaa4880;
VERNEUIL SUR SEINE;78480;4ffa17aaa4880;
Paris;75014;4842d7aaa4880;
PARIS 14EME ARRONDISSEMENT;75014;42e457aaa4880;
PARIS 2EME ARRONDISSEMENT;75002;4f0647aaa4880;
HUMBERCAMPS;62158;425c47aaa4881;
MEUDON;92190;436607aaa4880;
PARIS;75013;439377aaa4880;
IVRY SUR SEINE;94200;42ab27aaa4880;
EPINAY SUR SEINE;93800;4f1a17aaa4880;
PARIS 17EME ARRONDISSEMENT;75017;40fb07aaa4880;
PAULHAN;34230;4b4137aaa4880;
Fleury les Aubrais;45400;47f4012aa4880,4005a12aa4881,4458d821d4e80,41e86821d4e80;
Paris;75004;4c2ba7aaa4880;
PARIS 7EME ARRONDISSEMENT;75007;4da617aaa4880;
DRANCY;93700;43ab27aaa4880;
PARIS;75010;428b47aaa4881;
Paris;75013;409837aaa4880;
SAINT BONNET PRES RIOM;63200;4d477821d4e80;
EXCENEVEX;74140;4df357aaa4880;
ST BERON;73520;422b1821d4e80;
PARIS 7EME ARRONDISSEMENT;75007;46da37aaa4880;
HEROUVILLE ST CLAIR;14200;48e077aaa4880;
PARIS 11EME ARRONDISSEMENT;75011;47e467aaa4880;
Suresnes;92150;486147aaa4880;
VILLECRESNES;94440;431657aaa4880;
LE BOUSCAT;33110;4b9587aaa4880;
PARIS 6EME ARRONDISSEMENT;75006;471307aaa4880;
Paris;75008;420847aaa4880;
ROQUEFORT LES PINS;6330;4f3f8821d4e80;
Paris;75018;4858d7aaa4880;
PARIS 20EME ARRONDISSEMENT;75020;4a4247aaa4880;
SEVRAN;93270;497bb7aaa4880;
Toulouse;31200;423c8821d4e80;
LEGUEVIN;31490;4f5f8821d4e80;
FOLLAINVILLE DENNEMONT;78520;47a507aaa4880;
LISSES;91090;406817aaa4881;
paris;75017;408b47aaa4881;
Paris;75116;4e8547aaa4880;
PARIS;75018;416b47aaa4881;
ST SORLIN EN BUGEY;1150;447727aaa4880;
PARIS 10EME ARRONDISSEMENT;75010;447837aaa4880;
75,Steenweg op Oosthoven,2300,Turnhout;;460147aaa4880;
PARIS 7EME ARRONDISSEMENT;75007;46db67aaa4880,4beaa921d4e80;
BOULOGNE BILLANCOURT;92100;4eb589aab4880;
LES ULIS;91940;4c8c4821d4e80;
EYRAGUES;13630;4d5bb821d4e80;
PARIS;75005;42c507aaa4880;
Chantilly;60500;41db07aaa4880;
PARIS 20EME ARRONDISSEMENT;75020;4b0b07aaa4880;
BAGNOLET;93170;41cb27aaa4880;
GARCHES;92380;4b4307aaa4880;
VILLEJUIF;94800;459b17aaa4880;
izeaux;38140;4e5c37aaa4880,451c1821d4e80;
RUEIL MALMAISON;92500;41daa7aaa4880;
LEVALLOIS PERRET;92300;44a1e7aaa4880;
NEUILLY SUR SEINE;92200;46fb07aaa4880;
PARIS 16EME ARRONDISSEMENT;75016;40a937aaa4881;
Paris;75016;4ce127aaa4880;
PARIS;75010;43a837aaa4880;
MAREIL MARLY;78750;446977aaa4880;
Roubaix;59100;40688821d4e81;
PARIS 12EME ARRONDISSEMENT;75012;4c9507aaa4880;
SAULX LES CHARTREUX;91160;4eb617aaa4880;
PARIS 17EME ARRONDISSEMENT;75017;402747aaa4881;
PARIS 15EME ARRONDISSEMENT;75015;449a97aaa4880,45ad4921d4e80,492ded21a4e80;
PARIS 17EME ARRONDISSEMENT;75017;4347f7aaa4880;
ST MICHEL SUR ORGE;91240;40fa77aaa4880;
PARIS 17EME ARRONDISSEMENT;75017;48e8b821d4e80;
VERRIERES LE BUISSON;91370;4db647aaa4880;
LA SICAUDAIS;44320;4124e7aaa4881;
PARIS;75017;426b27aaa4880;
BOULOGNE BILLANCOURT;92100;454b27aaa4880;
SAULX LES CHARTREUX;91160;40b90821d4e81;
TRIE CHATEAU;60590;406b47aaa4881;
BAGNOLET;93170;4d2357aaa4880;
MAISONS LAFFITTE;78600;45f3c7aaa4880;
JUVISY SUR ORGE;91260;419847aaa4880;
GUIBEVILLE;91630;4b1237aaa4880;
CLAMART;92140;479b07aaa4880;
COURBEVOIE;92400;4e547f23e3e80,401d7821d4e81;
PARIS 14EME ARRONDISSEMENT;75014;474b67aaa4880;
COURBEVOIE;92400;430c8821d4e80;
LES PONTS DE CE;49130;4b58b821d4e80;
BOIS COLOMBES;92270;4b3589aab4880;
saint germain en laye;78100;4e26f7aaa4880;
PARIS 3EME ARRONDISSEMENT;75003;423c47aaa4881;
Noisy le grand;93160;47992821d4e80;
CLICHY;92110;454467aaa4880;
Paris;75007;4b2a97aaa4880;
PARIS 17EME ARRONDISSEMENT;75017;44a837aaa4880;
PARIS 13EME ARRONDISSEMENT;75013;4b3b67aaa4880;
PARIS 7EME ARRONDISSEMENT;75007;4d5a17aaa4880;
MONTROUGE;92120;4c82d7aaa4880;
Paris;75007;427e09aab4880;
SOISY SOUS MONTMORENCY;95230;4f5bf7aaa4880;
PARIS 2EME ARRONDISSEMENT;75002;4a4b67aaa4880;
PARIS 13EME ARRONDISSEMENT;75013;48d507aaa4880;
BOULOGNE BILLANCOURT;92100;4c1307aaa4880;
LA FERRIERE;85280;4c292821d4e80;
Magnanville;78200;4b6b07aaa4880;
Paris;75017;4ef747aaa4880;
MONTBRUN BOCAGE;31310;4c2aa821d4e80;
Paris;75007;425aa7aaa4880;
COURBEVOIE;92400;4ee357aaa4880;
Paris;75008;44c607aaa4880;
PARIS;75017;4107f7aaa4880;
Paris;75001;401a17aaa4881;
Paris;75017;426b47aaa4881;
PARIS 13EME ARRONDISSEMENT;75013;431b27aaa4880;
EPINAY SUR SEINE;93800;4a1b5821d4e80;
SENLIS;60300;419817aaa4881;
VILLEPREUX;78450;4ef307aaa4880;
LE PUY EN VELAY;43000;43ec7821d4e80;
Neuilly sur Seine;92200;42d457aaa4880,4c48d7aaa4880;
WISSOUS;91320;4aabb7aaa4880;
PARIS 7EME ARRONDISSEMENT;75007;4b73d9aab4880;
ISSY LES MOULINEAUX;92130;4a3b07aaa4880;
VILLEMOISSON SUR ORGE;91360;4df1c7aaa4880;
Paris;75116;4f2647aaa4880;
PARIS 4EME ARRONDISSEMENT;75004;424b07aaa4880;
PARIS 10EME ARRONDISSEMENT;75010;42b837aaa4880;
PARIS 15EME ARRONDISSEMENT;75015;4c11c7aaa4880;
Paris;75116;43e6a7aaa4880,410677aaa4880,410c57aaa4881,48da37aaa4880,4e28d7aaa4880,42f817aaa4880,4d0357aaa4880,49ba97aaa4880,4c7397aaa4880,44f1d7aaa4880,47aae821d4e80,42d8f821d4e81,435d1821d4e80,43ac7821d4e80,40da4821d4e80;
NOTRE DAME D OE;37390;42e8e821d4e80;
ARGENTEUIL;95100;4c4307aaa4880;
Houilles;78800;464cd821d4e80;
PARIS 05;75005;4c3bb7aaa4880;
SCEAUX;92330;46ed1821d4e80;
PARIS;75019;4e2ba7aaa4880;
CENON SUR VIENNE;86530;4670d821d4e84;
ISSY;92130;4b50a9aab4880;
PARIS 18EME ARRONDISSEMENT;75018;425747aaa4881;
Villeurbanne;69100;4556f7aaa4880;
PARIS 2EME ARRONDISSEMENT;75002;430507aaa4880;
L HAY LES ROSES;94240;494d1821d4e80;
ARGENTEUIL;95100;466f8821d4e80,49c05821d4e84;
Paris;75008;426937aaa4881;
NOISY LE GRAND;93160;420b27aaa4880;
CESSON;77240;48a307aaa4880,46b977aaa4880;
ST JEAN D ILLAC;33127;4c1b4821d4e80;
VIGNEUX-SUR-SEINE;91270;4adb07aaa4880;
Saint Barthélemy d'Anjou;49124;4650e821d4e84;
MONTPELLIER;34000;4c490821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;4c0b07aaa4880;
SAINT LEU LA FORET;95320;4d409821d4e84;
HENOUVILLE;76840;41ebb821d4e81;
Paris;75018;474137aaa4880;
METZ;57070;41a6b7aaa4880;
Eaubonne;95600;459817aaa4880,4880f7aaa4880;
ST MARTIN D HERES;38400;495cd821d4e80;
Maisons-Alfort;94700;41da77aaa4880;
CHAMBOURCY;78240;4bf87821d4e80;
QUIMPERLE;29300;48ff8821d4e80;
CAluire;69300;44baa821d4e80;
Lure;70200;41d89821d4e81;
ISTRES;13800;4970e821d4e84;
0RVAULT;44700;4558e821d4e80;
GENAS;69740;462687aaa4880;
LE PRE ST GERVAIS;93310;45bb27aaa4880;
La Roche Posay;86270;4d1d7821d4e80;
38,College Fields,CB4 1YZ,Cambridge;;42c997aaa4881;
LYON 5EME ARRONDISSEMENT;69005;41dc8821d4e80;
LEVALLOIS PERRET;92300;41388821d4e81;
hoffen;67250;44b89821d4e80;
Paris;75016;4f5b6821d4e80;
TOURS;37000;4de8b821d4e80;
Saint-Pierre-Les-Etieux;18210;4a792821d4e80;
Leudon En Brie;77320;41988821d4e80;
PARIS 15EME ARRONDISSEMENT;75015;4f5a87aaa4880;
ORVAULT;44700;4b977821d4e80;
SAULZET;3800;465b0821d4e80;
9,Dora-Staudinger,8046,Zürich;;43c4b7aaa4880;
SERIGNAN DU COMTAT;84830;40687821d4e81;
CHARENTON LE PONT;94220;4d9647aaa4880;
COURBEVOIE;92400;4373712aa4880,43f3512aa4880,4651012aa4880,4bf5a12aa4880,4a55a12aa4880,4517312aa4880,4874f12aa4880,4097312aa4880,49f5a12aa4880,49e1112aa4880,4393512aa4880,4462612aa4880,47b4f12aa4880,4a64f12aa4880,47c2612aa4880,4e35312aa4880,4387312aa4880,4333712aa4880,49c5a12aa4880,4f65312aa4880,47e1a32982f80,4c34f12aa4880,4642612aa4880,427a912aa4881,4641112aa4880,4593612aa4880,4750c3a982f90,4982612aa4880,48e637aaa4880,48386821d4e80,422c5821d4e81;
Bures sur Yvette;91440;4125f7aaa4880;
paris;75008;41a747aaa4881;
PARIS 15EME ARRONDISSEMENT;75015;446507aaa4880;
PARIS 8EME ARRONDISSEMENT;75008;488307aaa4880;
paris;75020;4a0507aaa4880,478ab921d4e80;
BRIIS SOUS FORGES;91640;4c588821d4e80;
Sannois;95110;43f6f821d4e80;
BUSSIERES;42510;41cb3821d4e80;
Paris;75006;42ba8821d4e81;
Saint-Pierre d'Aurillac;33490;4bc0d32982f80;
EPINAY SUR SEINE;93800;4e1ba821d4e80;
Paris;75015;4b4127aaa4880;
PARIS;75017;41c927aaa4881;
1,Whitewood Lane,sy147dl,Malpas;;4ae05821d4e84;
Paris;75018;437607aaa4880;
ST VAURY;23320;403c4821d4e81;
paris;50111;4dd8a821d4e80;
Brest;29200;412c5821d4e81;
PARIS 16EME ARRONDISSEMENT;75016;418a07aaa4881;
PARIS 8EME ARRONDISSEMENT;75008;4417f7aaa4880;
LANNION;22300;4fc747aaa4880;
PARIS 14EME ARRONDISSEMENT;75014;428607aaa4881;
NEUILLY SUR SEINE;92200;404c07aaa4881;
Monaco;98000;4be88821d4e80;
PRUNAY SUR ESSONNE;91720;4b7687aaa4880;
Paris;75116;4750d821d4e84;
ANDEVILLE;60570;49a947aaa4880;
BOBIGNY;93000;4e9ba821d4e80,465d5821d4e80;
Brno;63400;4bfd5821d4e80;
MAISONS LAFFITTE;78600;418c47aaa4881;
LE PUY EN VELAY;43000;417c47aaa4881;
LAGNY SUR MARNE;77400;432927aaa4881;
MONTREUIL;93100;4cd307aaa4880;
Vauhallan;91430;4a08b821d4e80;
Fragnes;71530;442287aaa4880;
ISSY LES MOULINEAUX;92130;4cb7c7aaa4880;
Paris;75017;4bb92821d4e80;
PARIS;75017;4742d7aaa4880;
MONTAUROUX;83440;443d5821d4e80;
Paris;75018;4a98d7aaa4880;
PARIS 6EME ARRONDISSEMENT;75006;41b747aaa4881;
Paris;75015;471717aaa4880;
PARIS 10EME ARRONDISSEMENT;75010;4f1747aaa4880;
LA CELLE ST CLOUD;78170;4882d7aaa4880;
LES CONTAMINES MONTJOIE;74170;42e6e821d4e80;
ISSY LES MOULINEAUX;92130;4c9127aaa4880;
anglards de saint-flour;15100;4068f821d4e81;
PONT STE MARIE;10150;48b07821d4e84;
PARIS;75014;4cf397aaa4880;
PARIS 3EME ARRONDISSEMENT;75003;439a37aaa4880;
BAZENS;47130;46986821d4e80;
HOULBEC COCHEREL;27120;4de917aaa4880;
villeneuve loubet;6270;4ed8b821d4e80;
OFFRANVILLE;76550;417c5821d4e81;
LEVIS ST NOM;78320;4af507aaa4880;
Paris;75116;4d2817aaa4880;
Saint michel sur orge;91240;4baef9aab4880;
Paris;75009;404bf7aaa4881;
Paris;75012;4f7237aaa4880;
NOISY LE SEC;93130;414677aaa4880,43e7f7aaa4880;
Hamburg;22547;4f0f8821d4e80;
TRIQUERVILLE;76170;4477312aa4880;
PARIS 15EME ARRONDISSEMENT;75015;429a77aaa4880;
FONTAINES LES DIJON;21121;4758c821d4e80;
MONTARGIS;45200;4d80e821d4e84;
Paris;75020;4ef647aaa4880,44a467aaa4880;
PARIS 8EME ARRONDISSEMENT;75008;4d7ba7aaa4880;
CHATOU;78400;414a77aaa4880;
TOULOUSE;31200;45cf8821d4e80;
GARGENVILLE;78440;4b3647aaa4880;
COURBEVOIE;92400;473467aaa4880;
PORTET SUR GARONNE;31120;441d5821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;405617aaa4881;
COURTEUIL;60300;47fb3821d4e80;
Cachan;94230;469b07aaa4880;
VILLEJUIF;94800;494317aaa4880;
OYE PLAGE;62215;4a9137aaa4880;
BUSSY-SAINT-GEORGES;77600;4f5b1821d4e80,4c1b8821d4e80;
PARIS;75015;49fbb7aaa4880;
ECQUEVILLY;78920;4c37c7aaa4880;
AIZENAY;85190;4a6e3821d4e80;
9,rue des Gentianes,3963,Crans-Montana;;435d5821d4e80;
PARIS 16EME ARRONDISSEMENT;75016;403b87aaa4881;
PARIS 14EME ARRONDISSEMENT;75014;4928b821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;41fa5821d4e81;
MONTFERRAT;38620;4d390821d4e80;
PARIS 18EME ARRONDISSEMENT;75018;4f26f7aaa4880;
Wiesloch;69168;4b3c7821d4e80;
GRENOBLE;38100;43390821d4e80;
TRIEL SUR SEINE;78510;4c7d5821d4e80;
PARIS 16EME ARRONDISSEMENT;75016;461ce7aaa4880;
PARIS 3EME ARRONDISSEMENT;75003;488717aaa4880;
MONTMORENCY;95160;4b18d7aaa4880;
CLAMART;92140;43f957aaa4880;
59,Quai St Leonard,4000,Liege;;449207aaa4880;
Schonach;78136;407ba821d4e81;
BOULOGNE BILLANCOURT;92100;4a6307aaa4880;
GRENOBLE;38000;482af821d4e80;
NEUILLY SUR SEINE;92200;4fb817aaa4880;
FREULLEVILLE;76510;4aa08821d4e84;
FERCE SUR SARTHE;72430;4a50e821d4e84;
PARIS 14EME ARRONDISSEMENT;75014;4b1647aaa4880;
HUMBERCAMPS;62158;4e4b8821d4e80;
PARIS;75116;45f307aaa4880;
VELIZY VILLACOUBLAY;78457;437a97aaa4880,459507aaa4880,4bfb07aaa4880,4b0547aaa4880,457247aaa4880;
PARIS 12EME ARRONDISSEMENT;75012;401c47aaa4881;
VILLEMOISSON SUR ORGE;91360;400f6821d4e81,49dd7821d4e80;
LOUVECIENNES;78430;40d357aaa4881,4c0f6821d4e80;
Paris;75116;438817aaa4880;
neuvilly;59360;4d8af821d4e80;
LA BAULE ESCOUBLAC;44500;4602f7aaa4880;
PARIS 12EME ARRONDISSEMENT;75012;48e397aaa4880,404937aaa4881,4f68d7aaa4880,4a0b67aaa4880,4aaa97aaa4880,42b8d7aaa4881;
LEVALLOIS PERRET;92300;4d4237aaa4880;
9,chemin des pussines,1867,ollon;;4558d821d4e80;
PARIS 15EME ARRONDISSEMENT;75015;4ecba7aaa4880;
9,domaine schmiseleck,3373,Leudelange;;4e109821d4e84;
PARIS 15EME ARRONDISSEMENT;75015;416aa7aaa4880;
VINCENNES;94300;4b1127aaa4880;
Paris;75007;457a37aaa4880;
PARIS;75011;43c387aaa4880;
PARIS 11EME ARRONDISSEMENT;75011;4c308821d4e84;
FRANCONVILLE;95130;4da747aaa4880;
EPREVILLE;76400;46fb0821d4e80;
PINEY;10220;47c0e821d4e84;
BRY SUR MARNE;94360;4531e7aaa4880;
Fontenay le comte;85200;46e1f7aaa4880;
FLOIRAC;33270;4d5ce821d4e80;
PARIS 1ER ARRONDISSEMENT;75001;416cd821d4e80,418b8821d4e81,49612821d4e84;
PARIS 15EME ARRONDISSEMENT;75015;4f6bb9aab4880;
CHOISY LE ROI;94600;4129d7aaa4880;
PARIS 3EME ARRONDISSEMENT;75003;463147aaa4880;
PARIS 8EME ARRONDISSEMENT;75008;417a77aaa4880;
PARIS 11EME ARRONDISSEMENT;75011;4a9b07aaa4880;
Villard de Lans;38250;48cd6821d4e80;
RUEIL MALMAISON;92500;46fa97aaa4880;
CLENAY;21490;479d6821d4e80;
MESNIERES EN BRAY;76270;4e6ce821d4e80;
Paris;75004;477a97aaa4880;
GOURNAY SUR MARNE;93460;4e8a17aaa4880;
GRENOBLE cedex 01;38031;4faba821d4e80,47986821d4e80,401cb821d4e81;
CLAMART;92140;414847aaa4880;
Rossroe,Cashel, Connemara,H91V20K,Co.Galway;;;485b3821d4e80
paris;75017;4b9bb7aaa4880;
GUYANCOURT;78280;4b9b3821d4e80;
PUTEAUX;92800;411b07aaa4880;
MONTAGNY SUR GROSNE;71520;4a307821d4e84;
Charnècles;38140;4d2af821d4e80;
HARDELOT PLAGE;62152;4e8c07aaa4880;
VOISSANT;38620;4cec7821d4e80;
PARIS 17EME ARRONDISSEMENT;75017;44f687aaa4880,4621e7aaa4880;
Saint Cloud;92210;434b07aaa4880;
ARGENTEUIL;95100;4bb547aaa4880;
Paris;75016;4a4b6821d4e80,4d577821d4e80;
PORTES LES VALENCE;26800;4e0b6821d4e80;
PARIS 8EME ARRONDISSEMENT;75008;4ceb07aaa4880;
paris;75017;41fb47aaa4881;
BEAUVAIS Cedex;60004;41587821d4e80;
Sainte-marie-au-bosc;76280;470ba7aaa4880;
PARIS 7EME ARRONDISSEMENT;75007;482977aaa4880;
Niederhergheim;68127;4a9ab821d4e80;
ST GELY DU FESC;34980;4e18a821d4e80;
PARIS 8EME ARRONDISSEMENT;75008;425817aaa4880;
LE MANS;72000;4add1821d4e80;
GRENOBLE;38000;49ac7821d4e80;
st aubin routot;76430;4267312aa4880;
BONS EN CHABLAIS;74890;4f6c4821d4e80;
PARIS 19EME ARRONDISSEMENT;75019;455e09aab4880;
PARIS;75017;40a7f7aaa4880,4da397aaa4880;
MONTLIGNON;95680;480b5821d4e80;
PARIS 7EME ARRONDISSEMENT;75007;4a24a9aab4880;
LA ROCHELLE;17000;4f3447aaa4880;
LE HAVRE;76600;42b3712aa4880;
BEAUMONT LE ROGER;27170;42ba07aaa4881;
PENNAUTIER;11610;4afa9821d4e80;
MUIZON;51140;4f2f5821d4e80;
YERMENONVILLE;28130;442917aaa4880;
PARIS 2EME ARRONDISSEMENT;75002;4e76f7aaa4880;
IVRY SUR SEINE;94200;46c387aaa4880,4d3237aaa4880,4d4a17aaa4880,495a1821d4e80,4f1ce821d4e80,4e7c7821d4e80,4d68d821d4e80,4ca8d821d4e80,40597d21a4e81,4c5aa921d4e80;
Paris;75003;4743f7aaa4880;
SANCY;77580;4b4547aaa4880;
ST SULPICE;81370;4146d7aaa4880;
PARIS;75016;460977aaa4880;
Paris;75007;41e847aaa4880;
CHATOU;78400;4c3547aaa4880;
Joué les Tours;37300;46ac7821d4e80;
PARIS 6EME ARRONDISSEMENT;75006;407ba7aaa4881;
7,Windleweg,CH-5235,RUEFENACH;;;45a8e821d4e80
SOTTEVILLE SOUS LE VAL;76410;47007821d4e84;
BIVIERS;38330;483d6821d4e80;
PARIS 8EME ARRONDISSEMENT;75008;4821e7aaa4880;
AUBEVOYE;27940;4a0f8821d4e80,4b8f8821d4e80;
La Tronche;38700;4f9d0821d4e80,4818c821d4e80;
Paris;75017;44f467aaa4880;
Göllheim;67307;43fae821d4e80;
ST SYMPHORIEN D OZON;69360;44a8c821d4e80,48ab5821d4e80;
VILLIERS SUR MARNE;94350;46e05821d4e84,45f8b821d4e80,43ac8d21a4e80;
43,LONGLEY ROAD,HA1 4TG,LONOD;;;486b5821d4e80
8,rue de la Faïencerie,1227,Carouge;;;4e8b1821d4e80
Ste Foy D'aigrefeuille;31570;4288e821d4e80;
ANGERVILLE;91670;43fcd821d4e80;
BRIGNOLES;83170;4ff8a821d4e80;
MONS EN MONTOIS;77520;45f06821d4e84;
POISSY;78300;4077c7aaa4881,444607aaa4880,40f90821d4e81,41191821d4e81;
PARIS 10EME ARRONDISSEMENT;75010;47a8b821d4e80;
PARIS 2EME ARRONDISSEMENT;75002;4f0d0821d4e80;
PARIS 11EME ARRONDISSEMENT;75011;4888c821d4e80;
BISCARROSSE PLAGE;40600;47ecd821d4e80,4d30f821d4e84;
LE PLESSIS ROBINSON;92350;4c7183a982f90;
VITRY SUR SEINE;94400;4c1bb7aaa4880;
GRATENTOUR;31150;45b8c7aaa4880;
GUEBWILLER;68500;462cd821d4e80;
NEUILLY SUR SEINE;92200;4dd6f7aaa4880,47207d21a4e84;
PARIS 7EME ARRONDISSEMENT;75007;438d0821d4e80;
PARIS;75116;4623c7aaa4880;
Saint maur des fossés;94100;496db821d4e80;
PARIS;75011;434cf821d4e80;
PARIS;75011;4768e821d4e80;
EPINOUZE;26210;48c86821d4e80;
PARIS;75011;486c7821d4e80;
LA CELLE ST CLOUD;78170;4858d821d4e80;
2,route de goyne,24 120,la feuillade;;;4cd90821d4e80
PARIS 17EME ARRONDISSEMENT;75017;41cd4821d4e80;
NEUILLY SUR SEINE;92200;408a37aaa4881;
CONFLANS STE HONORINE;78700;4e1b8821d4e80;
PARIS 7EME ARRONDISSEMENT;75007;462ae821d4e80;
Paris;75017;48acb821d4e80;
Toulouse;31000;4b6b0821d4e80;
MALAKOFF;92240;4c0bb7aaa4880;
BOULOGNE BILLANCOURT;92100;47cd1821d4e80;
LEVALLOIS PERRET;92300;4cb307aaa4880;
Villemoirieu;38460;4eacb821d4e80;
GODERVILLE;76110;410b4821d4e80;
Maisons-Alfort;94700;4b04f12aa4880;
PARIS 17EME ARRONDISSEMENT;75017;461b27aaa4880;
Paris;75007;482a37aaa4880;
PELTRE;57245;41ec5821d4e81;
Paris;75016;43f90821d4e80;
ACHERES;78260;43e86821d4e80;
