"_id",stationSupervisedRef,chargePointSupervisedRef,plugSupervisedRef,startDate,startingMediumCode,stopDate,stopReason,stoppingMediumCode
58ff2d14e4b0f5defa6311d3,FR*SOD*S*BELI*21*1*_*_,FR*SOD*E*BELI*21*1*1*_,FR*SOD*X*BELI*21*1*1*2,1493118191,4c37c7aaa4880,1493119893,Badge,4c37c7aaa4880
58ff2cb6e4b0f5defa6310b0,FR*SOD*S*BELI*6*1*_*_,FR*SOD*E*BELI*6*1*3*_,FR*SOD*X*BELI*6*1*3*1,1493118090,417c4d21a4e80,1493119617,Badge,417c4d21a4e80
58ff2a71e4b0f5defa6308e6,FR*SOD*S*BELI*21*1*_*_,FR*SOD*E*BELI*21*1*3*_,FR*SOD*X*BELI*21*1*3*4,1493117520,4a0b67aaa4880,1493121193,End Of Charge,
58ff29f5e4b0f5defa63075b,FR*SOD*S*BELI*16*1*_*_,FR*SOD*E*BELI*16*1*3*_,FR*SOD*X*BELI*16*1*3*4,1493117390,4ac8d821d4e80,1493120377,Badge,4ac8d821d4e80
58ff2907e4b0f5defa6303ac,FR*SOD*S*BELI*14*1*_*_,FR*SOD*E*BELI*14*1*3*_,FR*SOD*X*BELI*14*1*3*1,1493117092,4f1c7821d4e80,1493120488,Badge,4f1c7821d4e80
58ff2798e4b0f5defa62fd86,FR*SOD*S*BELI*10*1*_*_,FR*SOD*E*BELI*10*1*1*_,FR*SOD*X*BELI*10*1*1*3,1493116801,43ab27aaa4880,1493120368,Badge,43ab27aaa4880
58ff274de4b0f5defa62fc9d,FR*SOD*S*BELI*57*1*_*_,FR*SOD*E*BELI*57*1*1*_,FR*SOD*X*BELI*57*1*1*4,1493116682,4d9039aab4884,1493117889,End Of Charge,
58ff264be4b0f5defa62f992,FR*SOD*S*BELI*7*1*_*_,FR*SOD*E*BELI*7*1*3*_,FR*SOD*X*BELI*7*1*3*6,1493116472,42c92d21a4e80,1493119885,Badge,42c92d21a4e80
58ff25b2e4b0f5defa62f7eb,FR*SOD*S*BELI*30*1*_*_,FR*SOD*E*BELI*30*1*3*_,FR*SOD*X*BELI*30*1*3*3,1493116319,4566b7aaa4880,1493117317,Badge,4566b7aaa4880
58ff243fe4b0f5defa62f330,FR*SOD*S*BELI*16*1*_*_,FR*SOD*E*BELI*16*1*1*_,FR*SOD*X*BELI*16*1*1*2,1493115935,4c4f99aab4880,1493117577,End Of Charge,
58ff242be4b0f5defa62f2f0,FR*SOD*S*BELI*42*1*_*_,FR*SOD*E*BELI*42*1*3*_,FR*SOD*X*BELI*42*1*3*4,1493115927,44db07aaa4880,1493119402,Badge,44db07aaa4880
58ff22f9e4b0f5defa62ef8c,FR*SOD*S*BELI*5*1*_*_,FR*SOD*E*BELI*5*1*3*_,FR*SOD*X*BELI*5*1*3*3,1493115617,4c5ad7aaa4880,1493118224,Badge,4c5ad7aaa4880
