"Start","End","Day","Weekend","Arrival","Charge.Duration","Idle.Duration","Park.Duration","Energy"
2019-07-01 11:51:14,2019-07-01 19:02:29,"Monday",0,11.85,223.233333333333,208.016666666667,431.25,12.155
2019-07-01 13:42:07,2019-07-01 16:55:28,"Monday",0,13.7,193.216666666667,0.133333333333326,193.35,20.489
2019-07-02 08:12:47,2019-07-02 12:00:21,"Tuesday",0,8.2,227.483333333333,0.0833333333333428,227.566666666667,22.76
2019-07-02 12:52:22,2019-07-02 14:15:00,"Tuesday",0,12.87,76.7,5.93333333333334,82.6333333333333,2.773
2019-07-02 16:01:51,2019-07-02 18:24:26,"Tuesday",0,16.02,96.6666666666667,45.9166666666667,142.583333333333,5.32
2019-07-03 06:28:09,2019-07-03 12:51:58,"Wednesday",0,6.47,304.266666666667,79.55,383.816666666667,25.947
2019-07-03 11:18:35,2019-07-03 17:27:46,"Wednesday",0,11.3,296.65,72.5333333333334,369.183333333333,16.251
2019-07-03 14:49:05,2019-07-03 20:40:05,"Wednesday",0,14.82,350.85,0.149999999999977,351,36.887
2019-07-05 11:50:19,2019-07-05 17:17:56,"Friday",0,11.83,211.133333333333,116.483333333333,327.616666666667,11.486
2019-07-05 14:23:11,2019-07-05 20:51:16,"Friday",0,14.38,387.816666666667,0.266666666666652,388.083333333333,16.818
2019-07-08 10:12:46,2019-07-08 10:29:03,"Monday",0,10.2,16.2166666666667,0.06666666666667,16.2833333333333,0.868
2019-07-08 10:22:19,2019-07-08 12:00:19,"Monday",0,10.37,97.85,0.150000000000006,98,10.242
2019-07-08 11:24:10,2019-07-08 18:54:44,"Monday",0,11.4,269.933333333333,180.633333333333,450.566666666667,14.622
2019-07-08 13:50:18,2019-07-08 20:58:47,"Monday",0,13.83,423.416666666667,5.06666666666666,428.483333333333,37.265
2019-07-08 14:24:58,2019-07-08 16:46:54,"Monday",0,14.4,141.85,0.0833333333333428,141.933333333333,7.758
2019-07-09 08:05:29,2019-07-09 11:55:01,"Tuesday",0,8.08,229.4,0.133333333333326,229.533333333333,23.787
2019-07-09 10:34:21,2019-07-09 17:12:03,"Tuesday",0,10.57,384.55,13.15,397.7,40.374
2019-07-09 12:40:28,2019-07-09 17:48:03,"Tuesday",0,12.67,84.4,223.183333333333,307.583333333333,2.688
2019-07-10 08:59:27,2019-07-10 09:34:23,"Wednesday",0,8.98,34.85,0.0833333333333286,34.9333333333333,1.925
2019-07-10 10:21:45,2019-07-10 16:51:26,"Wednesday",0,10.35,273.75,115.933333333333,389.683333333333,28.505
2019-07-10 11:42:10,2019-07-10 17:13:27,"Wednesday",0,11.7,219.683333333333,111.6,331.283333333333,11.805
2019-07-10 12:36:56,2019-07-10 13:40:34,"Wednesday",0,12.6,43.4,20.2333333333333,63.6333333333333,1.886
2019-07-11 07:55:10,2019-07-11 14:07:10,"Thursday",0,7.92,371.933333333333,0.0666666666666629,372,38.382
